Object,A,B,C,GraspedDimension,Rigidity,Roundness,Mass,Shape,Type,Task,Force,Constraint,Class,Duration,OppType,PIP,Grasp,Grasp_group,Task_group,Power palm add 3-5,Power palm abd 2-5,Power palm add 2-5,Power pad abd 2,Power pad abd 2-3,Power pad abd 2-4,Intermediate abd 2,Intermediate add 2,Intermediate add 3,Precision pad abd 2,Precision pad abd 2-3,Precision pad abd 2-4,Precision pad abd 2-5,Precision pad add 2-5,Precision side abd 3,platform
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,holding tool,weight,uuu,hold,0.56,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,holding tool,weight,uuu,hold,3.32,Side,Intermediate,lateral tripod,Intermediate add 3,holding,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,holding tool,weight,uuu,hold,0.6,Side,Intermediate,lateral pinch,Intermediate add 2,holding,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,holding tool,weight,uuu,hold,5.12,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,holding tool,weight,uuu,hold,1.88,Side,Intermediate,lateral tripod,Intermediate add 3,holding,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,holding tool,weight,uuu,hold,4.0,Side,Intermediate,lateral tripod,Intermediate add 3,holding,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,holding tool,weight,uuu,hold,1.32,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,holding tool,weight,uuu,hold,22.44,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,holding,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,holding tool,weight,uuu,hold,17.04,Side,Intermediate,lateral tripod,Intermediate add 3,holding,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,pinching tool,weight,uuu,hold,0.59,Pad,Precision,thumb-index finger,Precision pad abd 2,pinching,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ruler,15.0,2.25,0.25,c,rigid,non-round,32.5,bladed,irregular,pinching tool,weight,uuu,hold,0.4,Pad,Precision,thumb-index finger,Precision pad abd 2,pinching,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cards,8.0,5.0,0.15,c,squeezable,non-round,3.0,bladed,irregular,arranging object,weight,uuu,hold,2.0,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
cards,8.0,5.0,0.15,c,squeezable,non-round,3.0,bladed,irregular,arranging object,weight,uuu,hold,2.0,Side,Intermediate,adduction,Intermediate abd 2,arranging,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
cards,8.0,5.0,0.15,c,squeezable,non-round,3.0,bladed,irregular,arranging object,weight,uuu,hold,1.0,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,arranging,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
cards,8.0,5.0,0.15,c,squeezable,non-round,3.0,bladed,irregular,arranging object,weight,uuu,hold,1.0,Pad,Precision,thumb-index finger,Precision pad abd 2,arranging,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
cards,8.0,5.0,0.15,c,squeezable,non-round,3.0,bladed,irregular,arranging object,weight,uuu,hold,2.0,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,arranging,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
cards,8.0,5.0,0.15,c,squeezable,non-round,3.0,bladed,irregular,arranging object,weight,uuu,hold,6.0,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,arranging,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
small toy,7.0,7.0,3.5,c,squeezable,non-round,55.0,oblate,short prism,arranging object,weight,uuu,hold,1.0,Pad,Precision,tripod,Precision pad abd 2-3,arranging,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
small toy,7.0,7.0,3.5,c,squeezable,non-round,55.0,oblate,short prism,arranging object,weight,uuu,hold,1.0,Pad,Power,sphere-3 finger,Power pad abd 2-3,arranging,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
money,4.5,2.0,0.75,c,squeezable,non-round,6.5,bladed,irregular,arranging object,weight,uuu,hold,9.0,Pad,Precision,thumb-index finger,Precision pad abd 2,arranging,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,arranging object,weight,uuu,hold,1.0,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,arranging,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,arranging object,weight,uuu,hold,1.0,Palm,Power,medium wrap,Power palm abd 2-5,arranging,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,arranging object,weight,uuu,hold,20.0,Palm,Power,large diameter,Power palm abd 2-5,arranging,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,arranging object,weight,uuu,hold,0.92,Palm,Power,large diameter,Power palm abd 2-5,arranging,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,holding bottle,weight,uuu,hold,0.52,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,holding,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,holding cleaning supplies,weight,uuu,hold,1.2,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,holding,weight,uuu,hold,4.0,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,holding,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,opening bottle,interaction,rxx,use,0.98,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,opening,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,moving object,weight,uuu,hold,0.8,Palm,Power,medium wrap,Power palm abd 2-5,moving,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,moving object,weight,uuu,hold,3.08,Palm,Power,medium wrap,Power palm abd 2-5,moving,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,moving object,weight,uuu,hold,1.82,Palm,Power,medium wrap,Power palm abd 2-5,moving,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,moving object,weight,uuu,hold,1.3,Palm,Power,medium wrap,Power palm abd 2-5,moving,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,moving object,weight,uuu,hold,7.3,Pad,Precision,parallel extension,Precision pad add 2-5,moving,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,moving object,weight,uuu,hold,0.9,Palm,Power,power sphere,Power palm abd 2-5,moving,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,moving object,weight,uuu,hold,2.1,Palm,Power,medium wrap,Power palm abd 2-5,moving,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,moving object,weight,uuu,hold,1.1,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,moving,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,moving object,weight,uuu,hold,1.3,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,moving,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,spraying,weight,utt,use,7.4,Palm,Power,medium wrap,Power palm abd 2-5,spraying,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,drinking,weight,utt,use,49.92,Palm,Power,large diameter,Power palm abd 2-5,drinking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,drinking,weight,utt,use,5.56,Palm,Power,medium wrap,Power palm abd 2-5,drinking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,drinking,weight,utt,use,1.56,Palm,Power,large diameter,Power palm abd 2-5,drinking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,drinking,weight,utt,use,20.52,Palm,Power,large diameter,Power palm abd 2-5,drinking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,drinking,weight,utt,use,1.88,Palm,Power,large diameter,Power palm abd 2-5,drinking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,15.0,8.0,6.0,b/c,squeezable,a,350.0,prolate,cylinder,cleaning parts,interaction,ttr,use,9.3,Palm,Power,large diameter,Power palm abd 2-5,cleaning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
head band,10.0,0.7,0.35,b/c,fragile,a,6.0,bladed,ellipse A,arranging object,weight,uuu,hold,4.0,Pad,Precision,thumb-index finger,Precision pad abd 2,arranging,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
glasses,10.5,3.0,0.75,b/c,rigid,non-round,50.0,bladed,irregular,arranging object,weight,uuu,hold,2.0,Palm,Power,medium wrap,Power palm abd 2-5,arranging,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
glasses,10.5,3.0,0.75,b/c,rigid,non-round,50.0,bladed,irregular,arranging object,weight,uuu,hold,1.0,Side,Intermediate,stick,Intermediate add 2,arranging,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nail clippers,5.5,1.5,1.25,b/c,rigid,non-round,57.5,prolate,long prism,arranging object,weight,uuu,hold,2.0,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
razor,11.0,1.5,1.0,b/c,rigid,a,55.0,bladed,ellipse A,arranging object,weight,uuu,hold,2.0,Pad,Precision,thumb-index finger,Precision pad abd 2,arranging,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
razor,11.0,1.5,1.0,b/c,rigid,a,55.0,bladed,ellipse A,arranging object,weight,uuu,hold,7.0,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,arranging,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,1.0,Pad,Precision,parallel extension,Precision pad add 2-5,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,2.12,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,1.16,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,2.32,Pad,Precision,parallel extension,Precision pad add 2-5,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,0.84,Pad,Precision,parallel extension,Precision pad add 2-5,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,0.96,Pad,Precision,parallel extension,Precision pad add 2-5,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,12.6,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,5.88,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,1.0,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,2.0,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,1.36,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,arranging object,weight,uuu,hold,1.72,Pad,Precision,parallel extension,Precision pad add 2-5,arranging,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,2.0,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,3.0,Palm,Power,light tool,Power palm add 2-5,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,2.0,Palm,Power,platform,platform,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,1.0,Pad,Power,sphere-3 finger,Power pad abd 2-3,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,1.0,Palm,Power,large diameter,Power palm abd 2-5,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,1.0,Side,Intermediate,lateral pinch,Intermediate add 2,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,7.0,Palm,Power,light tool,Power palm add 2-5,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,19.0,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,10.0,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,2.95,Pad,Power,extension type,Power pad abd 2-4,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,0.56,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,4.32,Palm,Power,palmar,Power palm add 2-5,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,2.04,Palm,Power,adducted thumb,Power palm add 2-5,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,1.64,Pad,Power,extension type,Power pad abd 2-4,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,disposing of trash,weight,uuu,hold,2.6,Pad,Power,extension type,Power pad abd 2-4,disposing,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,moving object,weight,uuu,hold,1.3,Pad,Precision,parallel extension,Precision pad add 2-5,moving,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,moving object,weight,uuu,hold,1.4,Side,Intermediate,lateral pinch,Intermediate add 2,moving,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
trash can,15.0,15.0,1.0,c,rigid,non-round,650.0,oblate,short prism,dumping out trash,weight,uuu,hold,3.4,Pad,Precision,thumb-3 finger,Precision pad abd 2-4,dumping out,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
belt,15.0,3.5,0.35,c,squeezable,non-round,150.0,bladed,irregular,arranging object,weight,uuu,hold,4.0,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,arranging,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
belt,15.0,3.5,0.35,c,squeezable,non-round,150.0,bladed,irregular,arranging object,weight,uuu,hold,0.0,Palm,Power,medium wrap,Power palm abd 2-5,arranging,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
basket handle,15.0,1.0,1.0,c,rigid,a,575.0,prolate,cylinder,arranging object,weight,uuu,hold,1.0,Palm,Power,adducted thumb,Power palm add 2-5,arranging,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
glass container,13.5,7.5,7.5,b/c,rigid,a,100.0,prolate,cylinder,arranging object,weight,uuu,hold,2.0,Side,Intermediate,lateral pinch,Intermediate add 2,arranging,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
glass container,13.5,7.5,7.5,b/c,rigid,a,100.0,prolate,cylinder,arranging object,weight,uuu,hold,2.0,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,arranging,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
glass container,13.5,7.5,7.5,b/c,rigid,a,100.0,prolate,cylinder,cleaning bathroom,weight,uuu,hold,18.0,Palm,Power,large diameter,Power palm abd 2-5,cleaning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glass container,13.5,7.5,7.5,b/c,rigid,a,100.0,prolate,cylinder,cleaning bathroom,weight,uuu,hold,2.0,Palm,Power,large diameter,Power palm abd 2-5,cleaning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glass container,13.5,7.5,7.5,b/c,rigid,a,100.0,prolate,cylinder,cleaning bathroom,weight,uuu,hold,15.0,Palm,Power,large diameter,Power palm abd 2-5,cleaning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glass container,13.5,7.5,7.5,b/c,rigid,a,100.0,prolate,cylinder,drinking,weight,utt,use,5.0,Palm,Power,large diameter,Power palm abd 2-5,drinking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aerosol can cap,6.0,6.0,5.0,a/b,squeezable,c,16.0,equant,cubic cylinder,arranging object,weight,uuu,hold,0.0,Pad,Precision,tripod,Precision pad abd 2-3,arranging,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aerosol can cap,6.0,6.0,5.0,a/b,squeezable,c,16.0,equant,cubic cylinder,securing cap,weight,uuu,hold,4.0,Pad,Power,sphere-3 finger,Power pad abd 2-3,securing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aerosol can cap,6.0,6.0,5.0,a/b,squeezable,c,16.0,equant,cubic cylinder,wiping surface,interaction,ttr,use,1.36,Pad,Power,sphere-3 finger,Power pad abd 2-3,wiping,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,arranging object,weight,uuu,hold,8.0,Side,Intermediate,lateral tripod,Intermediate add 3,arranging,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,arranging object,weight,uuu,hold,2.0,Pad,Precision,tripod,Precision pad abd 2-3,arranging,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,arranging object,weight,uuu,hold,1.0,Pad,Precision,thumb-index finger,Precision pad abd 2,arranging,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,arranging object,weight,uuu,hold,0.72,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,arranging,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,arranging object,weight,uuu,hold,0.4,Pad,Precision,tripod,Precision pad abd 2-3,arranging,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,arranging object,weight,uuu,hold,1.08,Pad,Precision,tripod,Precision pad abd 2-3,arranging,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,arranging object,weight,uuu,hold,0.8,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,arranging,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,arranging object,weight,uuu,hold,8.76,Palm,Power,small diameter,Power palm abd 2-5,arranging,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,holding bottle,weight,uuu,hold,3.48,Palm,Power,small diameter,Power palm abd 2-5,holding,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,holding bottle,weight,uuu,hold,2.48,Palm,Power,medium wrap,Power palm abd 2-5,holding,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,holding bottle,weight,uuu,hold,0.98,Pad,Precision,tripod,Precision pad abd 2-3,holding,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
small bottle,11.0,3.0,3.0,b/c,squeezable,a,120.0,prolate,cylinder,holding bottle,weight,uuu,hold,1.52,Pad,Precision,tripod,Precision pad abd 2-3,holding,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
toothbrush,15.0,1.0,1.0,b/c,rigid,a,32.5,prolate,cylinder,arranging object,weight,uuu,hold,0.0,Pad,Precision,thumb-index finger,Precision pad abd 2,arranging,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
toothbrush,15.0,1.0,1.0,b/c,rigid,a,32.5,prolate,cylinder,arranging object,weight,uuu,hold,2.0,Pad,Precision,thumb-index finger,Precision pad abd 2,arranging,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
toothbrush,15.0,1.0,1.0,b/c,rigid,a,32.5,prolate,cylinder,arranging object,weight,uuu,hold,2.0,Palm,Power,medium wrap,Power palm abd 2-5,arranging,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
toothbrush,15.0,1.0,1.0,b/c,rigid,a,32.5,prolate,cylinder,arranging object,weight,uuu,hold,1.0,Pad,Precision,thumb-4 finger,Precision pad abd 2-5,arranging,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
toothbrush,15.0,1.0,1.0,b/c,rigid,a,32.5,prolate,cylinder,arranging object,weight,uuu,hold,1.0,Pad,Precision,thumb-2 finger,Precision pad abd 2-3,arranging,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
contact case,2.0,2.0,1.0,a/b/c,fragile,c,25.0,oblate,disk,arranging object,weight,uuu,hold,9.0,Pad,Precision,tripod,Precision pad abd 2-3,arranging,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
deoderant,12.0,6.0,2.5,c,fragile,a,65.0,bladed,ellipse A,arranging object,weight,uuu,hold,3.0,Pad,Power,sphere-3 finger,Power pad abd 2-3,arranging,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bar soap,8.0,5.5,3.0,b,rigid,a,75.0,oblate,short ellipse,arranging object,weight,uuu,hold,3.0,Side,Intermediate,lateral tripod,Intermediate add 3,arranging,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hanger,15.0,0.2,0.2,b/c,squeezable,a,20.0,prolate,cylinder,hanging clothing,weight,uuu,hold,2.0,Side,Intermediate,stick,Intermediate add 2,hanging,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
hanger,15.0,0.2,0.2,b/c,squeezable,a,20.0,prolate,cylinder,hanging clothing,weight,uuu,hold,3.0,Palm,Power,small diameter,Power palm abd 2-5,hanging,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
hanger,15.0,0.2,0.2,b/c,squeezable,a,20.0,prolate,cylinder,hanging clothing,weight,uuu,hold,4.0,Side,Intermediate,lateral pinch,Intermediate add 2,hanging,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
